9	14	-0.265652
9	15	15.4056
9	16	26.3352
9	17	-1.52999
9	18	10.5107
9	19	30.8873
9	20	-0.663645
9	21	4.2159
9	22	34.558
9	23	2.57198
9	24	-2.89668
9	25	36.5493
10	1	25.3936
10	2	12.0025
10	3	12.0236
10	4	6.47779
10	5	1.61443
10	6	10.0396
10	7	5.33838
10	8	-3.72649
10	9	9.53042
10	10	7.39061
10	11	-7.91705
10	12	7.98327
10	13	11.1428
10	14	-10.881
10	15	4.79023
10	16	15.7199
10	17	-12.1453
10	18	-0.104669
10	19	20.272
10	20	-11.279
10	21	-6.39943
10	22	23.9427
10	23	-8.04335
10	24	-13.512
10	25	25.9339
11	1	18.7493
11	2	5.35811
11	3	5.37924
11	4	-0.166603
11	5	-5.02996
11	6	3.39519
11	7	-1.30601
11	8	-10.3709
11	9	2.88603
11	10	0.746218
11	11	-14.5614
11	12	1.33888
11	13	4.49843
11	14	-17.5254
11	15	-1.85416
11	16	9.07547
11	17	-18.7897
11	18	-6.74906
11	19	13.6276
11	20	-17.9234
11	21	-13.0438
11	22	17.2983
11	23	-14.6877
11	24	-20.1564
11	25	19.2895
12	1	22.4853
12	2	9.09412
12	3	9.11525
12	4	3.5694
12	5	-1.29395
12	6	7.13119
12	7	2.42999
12	8	-6.63487
12	9	6.62203
12	10	4.48222
12	11	-10.8254
12	12	5.07488
12	13	8.23443
12	14	-13.7894
12	15	1.88184
12	16	12.8115
12	17	-15.0537
12	18	-3.01305
12	19	17.3636
12	20	-14.1874
12	21	-9.30781
12	22	21.0343
12	23	-10.9517
12	24	-16.4204
12	25	23.0256
13	1	33.7442
13	2	20.3531
13	3	20.3742
13	4	14.8284
13	5	9.96504
13	6	18.3902
13	7	13.689
13	8	4.62412
13	9	17.881
13	10	15.7412
13	11	0.433555
13	12	16.3339
13	13	19.4934
13	14	-2.53037
13	15	13.1408
13	16	24.0705
13	17	-3.79471
13	18	8.24594
13	19	28.6226
13	20	-2.92836
13	21	1.95118
13	22	32.2933
13	23	0.30726
13	24	-5.1614
13	25	34.2845
14	1	41.6411
14	2	28.25
14	3	28.2711
14	4	22.7253
14	5	17.8619
14	6	26.2871
14	7	21.5859
14	8	12.521
14	9	25.7779
14	10	23.6381
14	11	8.33044
14	12	24.2308
14	13	27.3903
14	14	5.36651
14	15	21.0377
14	16	31.9674
14	17	4.10217
14	18	16.1428
14	19	36.5195
14	20	4.96852
14	21	9.84806
14	22	40.1902
14	23	8.20414
14	24	2.73548
14	25	42.1814
15	1	37.1159
15	2	23.7248
15	3	23.7459
15	4	18.2001
15	5	13.3367
15	6	21.7619
15	7	17.0607
15	8	7.99582
15	9	21.2527
15	10	19.1129
15	11	3.80525
15	12	19.7056
15	13	22.8651
15	14	0.841328
15	15	16.5125
15	16	27.4422
15	17	-0.423011
15	18	11.6176
15	19	31.9943
15	20	0.443334
15	21	5.32288
15	22	35.665
15	23	3.67896
15	24	-1.7897
15	25	37.6562
16	1	22.4188
16	2	9.02767
16	3	9.0488
16	4	3.50295
16	5	-1.3604
16	6	7.06474
16	7	2.36354
16	8	-6.70132
16	9	6.55558
16	10	4.41577
16	11	-10.8919
16	12	5.00843
16	13	8.16798
16	14	-13.8558
16	15	1.81539
16	16	12.745
16	17	-15.1202
16	18	-3.0795
16	19	17.2971
16	20	-14.2538
16	21	-9.37426
16	22	20.9679
16	23	-11.0182
16	24	-16.4868
16	25	22.9591
17	1	10.4027
17	2	-2.98841
17	3	-2.96728
17	4	-8.51313
17	5	-13.3765
17	6	-4.95134
17	7	-9.65254
17	8	-18.7174
17	9	-5.4605
17	10	-7.60031
17	11	-22.908
17	12	-7.00765
17	13	-3.8481
17	14	-25.8719
17	15	-10.2007
17	16	0.728946
17	17	-27.1362
17	18	-15.0956
17	19	5.28106
17	20	-26.2699
17	21	-21.3903
17	22	8.95179
17	23	-23.0343
17	24	-28.5029
17	25	10.943
18	1	12.9951
18	2	-0.396045
18	3	-0.374914
18	4	-5.92076
18	5	-10.7841
18	6	-2.35897
18	7	-7.06017
18	8	-16.125
18	9	-2.86813
18	10	-5.00794
18	11	-20.3156
18	12	-4.41528
18	13	-1.25573
18	14	-23.2795
18	15	-7.60832
18	16	3.32132
18	17	-24.5439
18	18	-12.5032
18	19	7.87343
18	20	-23.6775
18	21	-18.798
18	22	11.5442
18	23	-20.4419
18	24	-25.9106
18	25	13.5354
19	1	29.1628
19	2	15.7717
19	3	15.7928
19	4	10.247
19	5	5.38361
19	6	13.8088
19	7	9.10756
19	8	0.0426931
19	9	13.2996
19	10	11.1598
19	11	-4.14787
19	12	11.7525
19	13	14.912
19	14	-7.1118
19	15	8.55941
19	16	19.489
19	17	-8.37614
19	18	3.66451
19	19	24.0412
19	20	-7.50979
19	21	-2.63025
19	22	27.7119
19	23	-4.27417
19	24	-9.74283
19	25	29.7031
20	1	44.4053
20	2	31.0141
20	3	31.0352
20	4	25.4894
20	5	20.626
20	6	29.0512
20	7	24.35
20	8	15.2851
20	9	28.542
20	10	26.4022
20	11	11.0946
20	12	26.9949
20	13	30.1544
20	14	8.13064
20	15	23.8018
20	16	34.7315
20	17	6.8663
20	18	18.9069
20	19	39.2836
20	20	7.73264
20	21	12.6122
20	22	42.9543
20	23	10.9683
20	24	5.49961
20	25	44.9456
21	1	43.5709
21	2	30.1797
21	3	30.2008
21	4	24.655
21	5	19.7916
21	6	28.2168
21	7	23.5156
21	8	14.4507
21	9	27.7076
21	10	25.5678
21	11	10.2602
21	12	26.1605
21	13	29.32
21	14	7.29623
21	15	22.9674
21	16	33.8971
21	17	6.0319
21	18	18.0725
21	19	38.4492
21	20	6.89824
21	21	11.7778
21	22	42.1199
21	23	10.1339
21	24	4.6652
21	25	44.1112
22	1	25.6804
22	2	12.2893
22	3	12.3104
22	4	6.76459
22	5	1.90124
22	6	10.3264
22	7	5.62518
22	8	-3.43968
22	9	9.81722
22	10	7.67741
22	11	-7.63025
22	12	8.27007
22	13	11.4296
22	14	-10.5942
22	15	5.07703
22	16	16.0067
22	17	-11.8585
22	18	0.182136
22	19	20.5588
22	20	-10.9922
22	21	-6.11262
22	22	24.2295
22	23	-7.75654
22	24	-13.2252
22	25	26.2207
23	1	6.30226
23	2	-7.08888
23	3	-7.06775
23	4	-12.6136
23	5	-17.477
23	6	-9.0518
23	7	-13.753
23	8	-22.8179
23	9	-9.56097
23	10	-11.7008
23	11	-27.0084
23	12	-11.1081
23	13	-7.94857
23	14	-29.9724
23	15	-14.3012
23	16	-3.37152
23	17	-31.2367
23	18	-19.1961
23	19	1.18059
23	20	-30.3704
23	21	-25.4908
23	22	4.85132
23	23	-27.1347
23	24	-32.6034
23	25	6.84256
24	1	3.93504
24	2	-9.4561
24	3	-9.43497
24	4	-14.9808
24	5	-19.8442
24	6	-11.419
24	7	-16.1202
24	8	-25.1851
24	9	-11.9282
24	10	-14.068
24	11	-29.3757
24	12	-13.4753
24	13	-10.3158
24	14	-32.3396
24	15	-16.6684
24	16	-5.73874
24	17	-33.6039
24	18	-21.5633
24	19	-1.18662
24	20	-32.7376
24	21	-27.858
24	22	2.48411
24	23	-29.5019
24	24	-34.9706
24	25	4.47534
25	1	22.2751
25	2	8.88392
25	3	8.90505
25	4	3.35921
25	5	-1.50415
25	6	6.921
25	7	2.2198
25	8	-6.84507
25	9	6.41183
25	10	4.27203
25	11	-11.0356
25	12	4.86469
25	13	8.02423
25	14	-13.9996
25	15	1.67164
25	16	12.6013
25	17	-15.2639
25	18	-3.22325
25	19	17.1534
25	20	-14.3976
25	21	-9.51801
25	22	20.8241
25	23	-11.1619
25	24	-16.6306
25	25	22.8154
