1	1	650.425
1	2	637.034
1	3	637.055
1	4	631.509
1	5	626.646
1	6	635.071
1	7	630.37
1	8	621.305
1	9	634.562
1	10	632.422
1	11	617.115
1	12	633.015
1	13	636.174
1	14	614.151
1	15	629.822
1	16	640.752
1	17	612.886
1	18	624.927
1	19	645.304
1	20	613.753
1	21	618.632
1	22	648.974
1	23	616.988
1	24	611.52
1	25	650.966
2	1	182.652
2	2	169.261
2	3	169.282
2	4	163.737
2	5	158.873
2	6	167.298
2	7	162.597
2	8	153.532
2	9	166.789
2	10	164.649
2	11	149.342
2	12	165.242
2	13	168.402
2	14	146.378
2	15	162.049
2	16	172.979
2	17	145.113
2	18	157.154
2	19	177.531
2	20	145.98
2	21	150.859
2	22	181.202
2	23	149.215
2	24	143.747
2	25	183.193
3	1	94.4517
3	2	81.0605
3	3	81.0816
3	4	75.5358
3	5	70.6724
3	6	79.0976
3	7	74.3964
3	8	65.3315
3	9	78.5884
3	10	76.4486
3	11	61.141
3	12	77.0413
3	13	80.2008
3	14	58.177
3	15	73.8482
3	16	84.7779
3	17	56.9127
3	18	68.9533
3	19	89.33
3	20	57.779
3	21	62.6586
3	22	93.0007
3	23	61.0147
3	24	55.546
3	25	94.992
4	1	60.6191
4	2	47.228
4	3	47.2491
4	4	41.7033
4	5	36.8399
4	6	45.2651
4	7	40.5639
4	8	31.499
4	9	44.7559
4	10	42.6161
4	11	27.3084
4	12	43.2088
4	13	46.3683
4	14	24.3445
4	15	40.0157
4	16	50.9454
4	17	23.0802
4	18	35.1208
4	19	55.4975
4	20	23.9465
4	21	28.8261
4	22	59.1682
4	23	27.1822
4	24	21.7135
4	25	61.1594
5	1	44.7892
5	2	31.3981
5	3	31.4192
5	4	25.8734
5	5	21.01
5	6	29.4352
5	7	24.734
5	8	15.6691
5	9	28.926
5	10	26.7862
5	11	11.4785
5	12	27.3789
5	13	30.5384
5	14	8.51461
5	15	24.1858
5	16	35.1155
5	17	7.25027
5	18	19.2909
5	19	39.6676
5	20	8.11662
5	21	12.9962
5	22	43.3383
5	23	11.3522
5	24	5.88358
5	25	45.3295
6	1	40.2685
6	2	26.8773
6	3	26.8985
6	4	21.3526
6	5	16.4893
6	6	24.9144
6	7	20.2132
6	8	11.1483
6	9	24.4052
6	10	22.2654
6	11	6.95778
6	12	22.8581
6	13	26.0176
6	14	3.99385
6	15	19.6651
6	16	30.5947
6	17	2.72951
6	18	14.7702
6	19	35.1468
6	20	3.59586
6	21	8.4754
6	22	38.8175
6	23	6.83148
6	24	1.36282
6	25	40.8088
7	1	41.9379
7	2	28.5467
7	3	28.5679
7	4	23.022
7	5	18.1587
7	6	26.5838
7	7	21.8826
7	8	12.8177
7	9	26.0746
7	10	23.9348
7	11	8.62717
7	12	24.5275
7	13	27.687
7	14	5.66324
7	15	21.3344
7	16	32.2641
7	17	4.3989
7	18	16.4396
7	19	36.8162
7	20	5.26525
7	21	10.1448
7	22	40.4869
7	23	8.50087
7	24	3.03221
7	25	42.4782
8	1	42.2643
8	2	28.8732
8	3	28.8943
8	4	23.3485
8	5	18.4851
8	6	26.9103
8	7	22.2091
8	8	13.1442
8	9	26.4011
8	10	24.2613
8	11	8.95365
8	12	24.854
8	13	28.0135
8	14	5.98972
8	15	21.6609
8	16	32.5906
8	17	4.72538
8	18	16.766
8	19	37.1427
8	20	5.59173
8	21	10.4713
8	22	40.8134
8	23	8.82735
8	24	3.35869
8	25	42.8046
9	1	36.009
9	2	22.6178
9	3	22.639
9	4	17.0931
9	5	12.2298
9	6	20.6549
9	7	15.9537
9	8	6.88884
9	9	20.1457
9	10	18.0059
9	11	2.69827
9	12	18.5986
9	13	21.7581
